delta_t	error
0.531700	0.950924
0.531800	0.950859
0.531900	0.950793
0.532000	0.950722
0.532100	0.950649
0.532200	0.950574
0.532300	0.950499
0.532400	0.950427
0.532500	0.950350
0.532600	0.950268
0.532700	0.950188
0.532800	0.950114
0.532900	0.950047
0.533000	0.949967
0.533100	0.949891
0.533200	0.949818
0.533300	0.949749
0.533400	0.949680
0.533500	0.949611
0.533600	0.949544
0.533700	0.949478
0.533800	0.949408
0.533900	0.949349
0.534000	0.949294
0.534100	0.949246
0.534200	0.949195
0.534300	0.949132
0.534400	0.949067
0.534500	0.949005
0.534600	0.948947
0.534700	0.948892
0.534800	0.948838
0.534900	0.948753
0.535000	0.948665
0.535100	0.948602
0.535200	0.948573
0.535300	0.948540
0.535400	0.948451
0.535500	0.948321
0.535600	0.948198
0.535700	0.948097
0.535800	0.948007
0.535900	0.947924
0.536000	0.947842
0.536100	0.947758
0.536200	0.947668
0.536300	0.947574
0.536400	0.947480
0.536500	0.947390
0.536600	0.947297
0.536700	0.947199
0.536800	0.947103
0.536900	0.947013
0.537000	0.946921
0.537100	0.946828
0.537200	0.946750
0.537300	0.946681
0.537400	0.946613
0.537500	0.946541
0.537600	0.946471
0.537700	0.946401
0.537800	0.946335
0.537900	0.946267
0.538000	0.946192
0.538100	0.946111
0.538200	0.946015
0.538300	0.945916
0.538400	0.945813
0.538500	0.945705
0.538600	0.945593
0.538700	0.945469
0.538800	0.945340
0.538900	0.945225
0.539000	0.945098
0.539100	0.944968
0.539200	0.944843
0.539300	0.944727
0.539400	0.944635
0.539500	0.944574
0.539600	0.944485
0.539700	0.944320
0.539800	0.944127
0.539900	0.943969
0.540000	0.943839
0.540100	0.943725
0.540200	0.943596
0.540300	0.943462
0.540400	0.943325
0.540500	0.943185
0.540600	0.943043
0.540700	0.942896
0.540800	0.942736
0.540900	0.942570
0.541000	0.942404
0.541100	0.942238
0.541200	0.942064
0.541300	0.941884
0.541400	0.941701
0.541500	0.941518
0.541600	0.941332
0.541700	0.941142
0.541800	0.940950
0.541900	0.940763
0.542000	0.940579
0.542100	0.940398
0.542200	0.940214
0.542300	0.940032
0.542400	0.939856
0.542500	0.939687
0.542600	0.939527
0.542700	0.939372
0.542800	0.939226
0.542900	0.939085
0.543000	0.938942
0.543100	0.938804
0.543200	0.938675
0.543300	0.938552
0.543400	0.938408
0.543500	0.938253
0.543600	0.938103
0.543700	0.937970
0.543800	0.937858
0.543900	0.937742
0.544000	0.937566
0.544100	0.937374
0.544200	0.937233
0.544300	0.937119
0.544400	0.936984
0.544500	0.936816
0.544600	0.936662
0.544700	0.936521
0.544800	0.936382
0.544900	0.936248
0.545000	0.936111
0.545100	0.935970
0.545200	0.935830
0.545300	0.935688
0.545400	0.935543
0.545500	0.935395
0.545600	0.935243
0.545700	0.935098
0.545800	0.934955
0.545900	0.934817
0.546000	0.934681
0.546100	0.934547
0.546200	0.934411
0.546300	0.934275
0.546400	0.934142
0.546500	0.934006
0.546600	0.933863
0.546700	0.933715
0.546800	0.933566
0.546900	0.933413
0.547000	0.933253
0.547100	0.933090
0.547200	0.932933
0.547300	0.932790
0.547400	0.932630
0.547500	0.932457
0.547600	0.932296
0.547700	0.932145
0.547800	0.931985
0.547900	0.931806
0.548000	0.931629
0.548100	0.931468
0.548200	0.931319
0.548300	0.931174
0.548400	0.931022
0.548500	0.930894
0.548600	0.930777
0.548700	0.930625
0.548800	0.930435
0.548900	0.930278
0.549000	0.930149
0.549100	0.930005
0.549200	0.929852
0.549300	0.929699
0.549400	0.929554
0.549500	0.929414
0.549600	0.929279
0.549700	0.929152
0.549800	0.929030
0.549900	0.928910
0.550000	0.928793
0.550100	0.928676
0.550200	0.928560
0.550300	0.928444
0.550400	0.928329
0.550500	0.928217
0.550600	0.928108
0.550700	0.927998
0.550800	0.927884
0.550900	0.927769
0.551000	0.927654
0.551100	0.927527
0.551200	0.927392
0.551300	0.927257
0.551400	0.927119
0.551500	0.926968
0.551600	0.926805
0.551700	0.926646
0.551800	0.926494
0.551900	0.926330
0.552000	0.926162
0.552100	0.926005
0.552200	0.925853
0.552300	0.925710
0.552400	0.925583
0.552500	0.925474
0.552600	0.925349
0.552700	0.925202
0.552800	0.925078
0.552900	0.924977
0.553000	0.924871
0.553100	0.924735
0.553200	0.924604
0.553300	0.924516
0.553400	0.924385
0.553500	0.924214
0.553600	0.924063
0.553700	0.923927
0.553800	0.923777
0.553900	0.923603
0.554000	0.923430
0.554100	0.923266
0.554200	0.923100
0.554300	0.922932
0.554400	0.922762
0.554500	0.922588
0.554600	0.922409
0.554700	0.922231
0.554800	0.922057
0.554900	0.921883
0.555000	0.921710
0.555100	0.921540
0.555200	0.921373
0.555300	0.921207
0.555400	0.921040
0.555500	0.920873
0.555600	0.920707
0.555700	0.920542
0.555800	0.920386
0.555900	0.920235
0.556000	0.920084
0.556100	0.919936
0.556200	0.919796
0.556300	0.919650
0.556400	0.919506
0.556500	0.919373
0.556600	0.919239
0.556700	0.919084
0.556800	0.918921
0.556900	0.918767
0.557000	0.918621
0.557100	0.918451
0.557200	0.918265
0.557300	0.918097
0.557400	0.917940
0.557500	0.917785
0.557600	0.917640
0.557700	0.917505
0.557800	0.917343
0.557900	0.917187
0.558000	0.917067
0.558100	0.916915
0.558200	0.916716
0.558300	0.916518
0.558400	0.916345
0.558500	0.916185
0.558600	0.916030
0.558700	0.915878
0.558800	0.915724
0.558900	0.915564
0.559000	0.915397
0.559100	0.915226
0.559200	0.915050
0.559300	0.914873
0.559400	0.914696
0.559500	0.914524
0.559600	0.914355
0.559700	0.914191
0.559800	0.914035
0.559900	0.913882
0.560000	0.913732
0.560100	0.913585
0.560200	0.913434
0.560300	0.913289
0.560400	0.913150
0.560500	0.913008
0.560600	0.912855
0.560700	0.912709
0.560800	0.912571
0.560900	0.912417
0.561000	0.912256
0.561100	0.912103
0.561200	0.911950
0.561300	0.911791
0.561400	0.911638
0.561500	0.911493
0.561600	0.911354
0.561700	0.911221
0.561800	0.911084
0.561900	0.910935
0.562000	0.910793
0.562100	0.910660
0.562200	0.910535
0.562300	0.910427
0.562400	0.910333
0.562500	0.910190
0.562600	0.910010
0.562700	0.909859
0.562800	0.909714
0.562900	0.909551
0.563000	0.909393
0.563100	0.909243
0.563200	0.909093
0.563300	0.908940
0.563400	0.908784
0.563500	0.908626
0.563600	0.908467
0.563700	0.908307
0.563800	0.908150
0.563900	0.907999
0.564000	0.907852
0.564100	0.907710
0.564200	0.907571
0.564300	0.907430
0.564400	0.907294
0.564500	0.907162
0.564600	0.907027
0.564700	0.906898
0.564800	0.906772
0.564900	0.906641
0.565000	0.906512
0.565100	0.906388
0.565200	0.906261
0.565300	0.906133
0.565400	0.906011
0.565500	0.905888
0.565600	0.905764
0.565700	0.905639
0.565800	0.905511
0.565900	0.905384
0.566000	0.905252
0.566100	0.905111
0.566200	0.904969
0.566300	0.904831
0.566400	0.904700
0.566500	0.904574
0.566600	0.904438
0.566700	0.904287
0.566800	0.904142
0.566900	0.904015
0.567000	0.903903
0.567100	0.903810
0.567200	0.903701
0.567300	0.903566
0.567400	0.903458
0.567500	0.903353
0.567600	0.903211
0.567700	0.903072
0.567800	0.902956
0.567900	0.902848
0.568000	0.902741
0.568100	0.902629
0.568200	0.902510
0.568300	0.902390
0.568400	0.902269
0.568500	0.902147
0.568600	0.902027
0.568700	0.901903
0.568800	0.901777
0.568900	0.901653
0.569000	0.901526
0.569100	0.901400
0.569200	0.901278
0.569300	0.901156
0.569400	0.901037
0.569500	0.900922
0.569600	0.900810
0.569700	0.900702
0.569800	0.900596
0.569900	0.900495
0.570000	0.900403
0.570100	0.900307
0.570200	0.900212
0.570300	0.900120
0.570400	0.900031
0.570500	0.899944
0.570600	0.899859
0.570700	0.899779
0.570800	0.899700
0.570900	0.899608
0.571000	0.899512
0.571100	0.899427
0.571200	0.899348
0.571300	0.899275
0.571400	0.899197
0.571500	0.899111
0.571600	0.899033
0.571700	0.898969
0.571800	0.898919
0.571900	0.898856
0.572000	0.898742
0.572100	0.898622
0.572200	0.898527
0.572300	0.898444
0.572400	0.898372
0.572500	0.898278
0.572600	0.898158
0.572700	0.898035
0.572800	0.897923
0.572900	0.897816
0.573000	0.897708
0.573100	0.897602
0.573200	0.897499
0.573300	0.897400
0.573400	0.897306
0.573500	0.897219
0.573600	0.897138
0.573700	0.897059
0.573800	0.896983
0.573900	0.896905
0.574000	0.896825
0.574100	0.896745
0.574200	0.896662
0.574300	0.896580
0.574400	0.896503
0.574500	0.896432
0.574600	0.896364
0.574700	0.896298
0.574800	0.896232
0.574900	0.896161
0.575000	0.896080
0.575100	0.895998
0.575200	0.895918
0.575300	0.895844
0.575400	0.895780
0.575500	0.895720
0.575600	0.895664
0.575700	0.895601
0.575800	0.895536
0.575900	0.895481
0.576000	0.895435
0.576100	0.895389
0.576200	0.895317
0.576300	0.895228
0.576400	0.895155
0.576500	0.895101
0.576600	0.895056
0.576700	0.895004
0.576800	0.894949
0.576900	0.894897
0.577000	0.894824
0.577100	0.894765
0.577200	0.894705
0.577300	0.894619
0.577400	0.894533
0.577500	0.894456
0.577600	0.894384
0.577700	0.894308
0.577800	0.894225
0.577900	0.894142
0.578000	0.894059
0.578100	0.893978
0.578200	0.893893
0.578300	0.893807
0.578400	0.893721
0.578500	0.893637
0.578600	0.893557
0.578700	0.893481
0.578800	0.893407
0.578900	0.893331
0.579000	0.893251
0.579100	0.893169
0.579200	0.893085
0.579300	0.893004
0.579400	0.892928
0.579500	0.892856
0.579600	0.892785
0.579700	0.892715
0.579800	0.892642
0.579900	0.892565
0.580000	0.892490
0.580100	0.892423
0.580200	0.892365
0.580300	0.892308
0.580400	0.892256
0.580500	0.892212
0.580600	0.892176
0.580700	0.892153
0.580800	0.892138
0.580900	0.892123
0.581000	0.892101
0.581100	0.892080
0.581200	0.892071
0.581300	0.892075
0.581400	0.892095
0.581500	0.892135
0.581600	0.892183
0.581700	0.892197
0.581800	0.892181
0.581900	0.892183
0.582000	0.892215
0.582100	0.892254
0.582200	0.892263
0.582300	0.892252
0.582400	0.892246
0.582500	0.892246
0.582600	0.892246
0.582700	0.892245
0.582800	0.892243
0.582900	0.892239
0.583000	0.892232
0.583100	0.892224
0.583200	0.892214
0.583300	0.892203
0.583400	0.892196
0.583500	0.892193
0.583600	0.892193
0.583700	0.892197
0.583800	0.892200
0.583900	0.892201
0.584000	0.892198
0.584100	0.892192
0.584200	0.892185
0.584300	0.892180
0.584400	0.892179
0.584500	0.892176
0.584600	0.892170
0.584700	0.892164
0.584800	0.892165
0.584900	0.892173
0.585000	0.892186
0.585100	0.892193
0.585200	0.892183
0.585300	0.892159
0.585400	0.892141
0.585500	0.892132
0.585600	0.892132
0.585700	0.892140
0.585800	0.892156
0.585900	0.892172
0.586000	0.892171
0.586100	0.892146
0.586200	0.892123
0.586300	0.892117
0.586400	0.892122
0.586500	0.892136
0.586600	0.892159
0.586700	0.892181
0.586800	0.892209
0.586900	0.892235
0.587000	0.892242
0.587100	0.892254
0.587200	0.892279
0.587300	0.892306
0.587400	0.892324
0.587500	0.892340
0.587600	0.892359
0.587700	0.892382
0.587800	0.892409
0.587900	0.892438
0.588000	0.892465
0.588100	0.892489
0.588200	0.892511
0.588300	0.892532
0.588400	0.892558
0.588500	0.892588
0.588600	0.892623
0.588700	0.892659
0.588800	0.892696
0.588900	0.892734
0.589000	0.892778
0.589100	0.892829
0.589200	0.892881
0.589300	0.892923
0.589400	0.892953
0.589500	0.892969
0.589600	0.892982
0.589700	0.893004
0.589800	0.893037
0.589900	0.893078
0.590000	0.893126
0.590100	0.893181
0.590200	0.893238
0.590300	0.893280
0.590400	0.893314
0.590500	0.893363
0.590600	0.893421
0.590700	0.893472
0.590800	0.893513
0.590900	0.893557
0.591000	0.893608
0.591100	0.893665
0.591200	0.893730
0.591300	0.893791
0.591400	0.893844
0.591500	0.893905
0.591600	0.893973
0.591700	0.894036
0.591800	0.894107
0.591900	0.894203
0.592000	0.894316
0.592100	0.894404
0.592200	0.894464
0.592300	0.894526
0.592400	0.894596
0.592500	0.894662
0.592600	0.894726
0.592700	0.894794
0.592800	0.894864
0.592900	0.894938
0.593000	0.895019
0.593100	0.895107
0.593200	0.895205
0.593300	0.895312
0.593400	0.895422
0.593500	0.895529
0.593600	0.895627
0.593700	0.895719
0.593800	0.895815
0.593900	0.895925
0.594000	0.896048
0.594100	0.896175
0.594200	0.896302
0.594300	0.896432
0.594400	0.896568
0.594500	0.896708
0.594600	0.896849
0.594700	0.896993
0.594800	0.897147
0.594900	0.897308
0.595000	0.897454
0.595100	0.897583
0.595200	0.897717
0.595300	0.897867
0.595400	0.898023
0.595500	0.898184
0.595600	0.898355
0.595700	0.898534
0.595800	0.898722
0.595900	0.898922
0.596000	0.899115
0.596100	0.899286
0.596200	0.899446
0.596300	0.899619
0.596400	0.899812
0.596500	0.900012
0.596600	0.900209
0.596700	0.900406
0.596800	0.900617
0.596900	0.900824
0.597000	0.901029
0.597100	0.901256
0.597200	0.901501
0.597300	0.901742
0.597400	0.901982
0.597500	0.902218
0.597600	0.902451
0.597700	0.902685
0.597800	0.902914
0.597900	0.903143
0.598000	0.903385
0.598100	0.903638
0.598200	0.903897
0.598300	0.904151
0.598400	0.904392
0.598500	0.904622
0.598600	0.904851
0.598700	0.905085
0.598800	0.905332
0.598900	0.905592
0.599000	0.905866
0.599100	0.906146
0.599200	0.906420
0.599300	0.906672
0.599400	0.906911
0.599500	0.907152
0.599600	0.907405
0.599700	0.907667
0.599800	0.907932
0.599900	0.908202
0.600000	0.908477
0.600100	0.908755
0.600200	0.909036
0.600300	0.909320
0.600400	0.909598
0.600500	0.909872
0.600600	0.910153
0.600700	0.910437
0.600800	0.910712
0.600900	0.910983
0.601000	0.911261
0.601100	0.911552
0.601200	0.911849
0.601300	0.912130
0.601400	0.912394
0.601500	0.912662
0.601600	0.912935
0.601700	0.913210
0.601800	0.913489
0.601900	0.913774
0.602000	0.914068
0.602100	0.914373
0.602200	0.914687
0.602300	0.914991
0.602400	0.915307
0.602500	0.915646
0.602600	0.915966
0.602700	0.916253
0.602800	0.916539
0.602900	0.916833
0.603000	0.917133
0.603100	0.917440
0.603200	0.917757
0.603300	0.918083
0.603400	0.918412
0.603500	0.918736
0.603600	0.919049
0.603700	0.919358
0.603800	0.919673
0.603900	0.919991
0.604000	0.920304
0.604100	0.920611
0.604200	0.920919
0.604300	0.921232
0.604400	0.921550
0.604500	0.921870
0.604600	0.922194
0.604700	0.922523
0.604800	0.922857
0.604900	0.923203
0.605000	0.923558
0.605100	0.923900
0.605200	0.924216
0.605300	0.924527
0.605400	0.924846
0.605500	0.925176
0.605600	0.925512
0.605700	0.925844
0.605800	0.926170
0.605900	0.926501
0.606000	0.926834
0.606100	0.927172
0.606200	0.927518
0.606300	0.927860
0.606400	0.928199
0.606500	0.928554
0.606600	0.928932
0.606700	0.929309
0.606800	0.929650
0.606900	0.929968
0.607000	0.930297
0.607100	0.930641
0.607200	0.930995
0.607300	0.931362
0.607400	0.931739
0.607500	0.932122
0.607600	0.932515
0.607700	0.932906
0.607800	0.933309
0.607900	0.933723
0.608000	0.934142
0.608100	0.934562
0.608200	0.934973
0.608300	0.935379
0.608400	0.935781
0.608500	0.936189
0.608600	0.936605
0.608700	0.937020
0.608800	0.937430
0.608900	0.937839
0.609000	0.938252
0.609100	0.938673
0.609200	0.939107
0.609300	0.939547
0.609400	0.939971
0.609500	0.940366
0.609600	0.940747
0.609700	0.941137
0.609800	0.941540
0.609900	0.941951
0.610000	0.942368
0.610100	0.942785
0.610200	0.943202
0.610300	0.943624
0.610400	0.944054
0.610500	0.944501
0.610600	0.944959
0.610700	0.945396
0.610800	0.945800
0.610900	0.946196
0.611000	0.946606
0.611100	0.947031
0.611200	0.947462
0.611300	0.947902
0.611400	0.948352
0.611500	0.948792
0.611600	0.949219
0.611700	0.949647
0.611800	0.950077
0.611900	0.950508
0.612000	0.950944
0.612100	0.951385
0.612200	0.951830
0.612300	0.952283
0.612400	0.952724
0.612500	0.953147
0.612600	0.953572
0.612700	0.954012
0.612800	0.954478
0.612900	0.954964
0.613000	0.955421
0.613100	0.955862
0.613200	0.956324
0.613300	0.956795
0.613400	0.957278
0.613500	0.957782
0.613600	0.958291
0.613700	0.958787
0.613800	0.959271
0.613900	0.959748
0.614000	0.960230
0.614100	0.960719
0.614200	0.961208
0.614300	0.961703
0.614400	0.962202
0.614500	0.962695
0.614600	0.963183
0.614700	0.963675
0.614800	0.964181
0.614900	0.964703
0.615000	0.965230
0.615100	0.965734
0.615200	0.966222
0.615300	0.966721
0.615400	0.967229
0.615500	0.967733
0.615600	0.968237
0.615700	0.968747
0.615800	0.969262
0.615900	0.969774
0.616000	0.970276
0.616100	0.970785
0.616200	0.971292
0.616300	0.971789
0.616400	0.972292
0.616500	0.972798
0.616600	0.973307
0.616700	0.973821
0.616800	0.974344
0.616900	0.974875
0.617000	0.975423
0.617100	0.975976
0.617200	0.976486
0.617300	0.976971
0.617400	0.977463
0.617500	0.977959
0.617600	0.978455
0.617700	0.978965
0.617800	0.979491
0.617900	0.980023
0.618000	0.980540
0.618100	0.981051
0.618200	0.981577
0.618300	0.982125
0.618400	0.982700
0.618500	0.983252
0.618600	0.983783
0.618700	0.984336
0.618800	0.984903
0.618900	0.985475
0.619000	0.986039
0.619100	0.986611
0.619200	0.987187
0.619300	0.987764
0.619400	0.988346
0.619500	0.988939
0.619600	0.989554
0.619700	0.990179
0.619800	0.990775
0.619900	0.991333
0.620000	0.991883
0.620100	0.992447
0.620200	0.993025
0.620300	0.993612
0.620400	0.994205
0.620500	0.994810
0.620600	0.995417
0.620700	0.996019
0.620800	0.996632
0.620900	0.997254
0.621000	0.997869
0.621100	0.998488
0.621200	0.999109
0.621300	0.999724
0.621400	1.000344
0.621500	1.000971
0.621600	1.001590
0.621700	1.002201
0.621800	1.002835
0.621900	1.003469
0.622000	1.004083
0.622100	1.004695
0.622200	1.005311
0.622300	1.005925
0.622400	1.006539
0.622500	1.007166
0.622600	1.007811
0.622700	1.008449
0.622800	1.009041
0.622900	1.009618
0.623000	1.010203
0.623100	1.010794
0.623200	1.011390
0.623300	1.011998
0.623400	1.012623
0.623500	1.013242
0.623600	1.013843
0.623700	1.014448
0.623800	1.015063
0.623900	1.015685
0.624000	1.016330
0.624100	1.016994
0.624200	1.017611
0.624300	1.018212
0.624400	1.018838
0.624500	1.019477
0.624600	1.020106
0.624700	1.020730
0.624800	1.021361
0.624900	1.021989
0.625000	1.022615
0.625100	1.023236
0.625200	1.023859
0.625300	1.024479
0.625400	1.025094
0.625500	1.025716
0.625600	1.026334
0.625700	1.026928
0.625800	1.027520
0.625900	1.028125
0.626000	1.028738
0.626100	1.029364
0.626200	1.030011
0.626300	1.030651
0.626400	1.031248
0.626500	1.031829
0.626600	1.032429
0.626700	1.033047
0.626800	1.033683
0.626900	1.034320
0.627000	1.034948
0.627100	1.035581
0.627200	1.036216
0.627300	1.036853
0.627400	1.037501
0.627500	1.038147
0.627600	1.038800
0.627700	1.039466
0.627800	1.040117
0.627900	1.040759
0.628000	1.041402
0.628100	1.042034
0.628200	1.042669
0.628300	1.043327
0.628400	1.044006
0.628500	1.044682
0.628600	1.045355
0.628700	1.046037
0.628800	1.046720
0.628900	1.047398
0.629000	1.048064
0.629100	1.048732
0.629200	1.049405
0.629300	1.050077
0.629400	1.050749
0.629500	1.051420
0.629600	1.052094
0.629700	1.052777
0.629800	1.053467
0.629900	1.054169
0.630000	1.054877
0.630100	1.055588
0.630200	1.056321
0.630300	1.057066
0.630400	1.057766
0.630500	1.058434
0.630600	1.059114
0.630700	1.059801
0.630800	1.060487
0.630900	1.061172
0.631000	1.061869
0.631100	1.062575
0.631200	1.063289
0.631300	1.064004
0.631400	1.064700
0.631500	1.065395
0.631600	1.066097
0.631700	1.066793
0.631800	1.067496
0.631900	1.068209
0.632000	1.068937
0.632100	1.069685
0.632200	1.070415
0.632300	1.071093
0.632400	1.071770
0.632500	1.072463
0.632600	1.073154
0.632700	1.073847
0.632800	1.074541
0.632900	1.075234
0.633000	1.075933
0.633100	1.076653
0.633200	1.077380
0.633300	1.078091
0.633400	1.078816
0.633500	1.079554
0.633600	1.080272
0.633700	1.080989
0.633800	1.081712
0.633900	1.082446
0.634000	1.083193
0.634100	1.083949
0.634200	1.084698
0.634300	1.085439
0.634400	1.086207
0.634500	1.086996
0.634600	1.087786
0.634700	1.088566
0.634800	1.089315
0.634900	1.090031
0.635000	1.090766
0.635100	1.091508
0.635200	1.092248
0.635300	1.092990
0.635400	1.093737
0.635500	1.094491
0.635600	1.095260
0.635700	1.096044
0.635800	1.096817
0.635900	1.097584
0.636000	1.098355
0.636100	1.099131
0.636200	1.099922
0.636300	1.100721
0.636400	1.101500
0.636500	1.102269
0.636600	1.103039
0.636700	1.103813
0.636800	1.104599
0.636900	1.105390
0.637000	1.106142
0.637100	1.106879
0.637200	1.107633
0.637300	1.108393
0.637400	1.109159
0.637500	1.109928
0.637600	1.110707
0.637700	1.111494
0.637800	1.112291
0.637900	1.113098
0.638000	1.113876
0.638100	1.114619
0.638200	1.115377
0.638300	1.116153
0.638400	1.116939
0.638500	1.117719
0.638600	1.118486
0.638700	1.119252
0.638800	1.120023
0.638900	1.120788
0.639000	1.121570
0.639100	1.122363
0.639200	1.123145
0.639300	1.123959
0.639400	1.124785
0.639500	1.125558
0.639600	1.126314
0.639700	1.127080
0.639800	1.127864
0.639900	1.128663
0.640000	1.129476
0.640100	1.130290
0.640200	1.131109
0.640300	1.131940
0.640400	1.132780
0.640500	1.133609
0.640600	1.134438
0.640700	1.135286
0.640800	1.136132
0.640900	1.136993
0.641000	1.137870
0.641100	1.138701
0.641200	1.139502
0.641300	1.140285
0.641400	1.141061
0.641500	1.141845
0.641600	1.142638
0.641700	1.143438
