delta_t	error
0.391800	0.657793
0.391900	0.658159
0.392000	0.658523
0.392100	0.658888
0.392200	0.659259
0.392300	0.659631
0.392400	0.660003
0.392500	0.660381
0.392600	0.660769
0.392700	0.661127
0.392800	0.661462
0.392900	0.661794
0.393000	0.662121
0.393100	0.662451
0.393200	0.662777
0.393300	0.663113
0.393400	0.663454
0.393500	0.663767
0.393600	0.664076
0.393700	0.664399
0.393800	0.664752
0.393900	0.665121
0.394000	0.665498
0.394100	0.665889
0.394200	0.666281
0.394300	0.666669
0.394400	0.667057
0.394500	0.667450
0.394600	0.667848
0.394700	0.668217
0.394800	0.668587
0.394900	0.668964
0.395000	0.669335
0.395100	0.669702
0.395200	0.670065
0.395300	0.670423
0.395400	0.670771
0.395500	0.671118
0.395600	0.671483
0.395700	0.671845
0.395800	0.672185
0.395900	0.672509
0.396000	0.672850
0.396100	0.673200
0.396200	0.673556
0.396300	0.673933
0.396400	0.674325
0.396500	0.674686
0.396600	0.675049
0.396700	0.675420
0.396800	0.675795
0.396900	0.676167
0.397000	0.676532
0.397100	0.676893
0.397200	0.677245
0.397300	0.677594
0.397400	0.677943
0.397500	0.678298
0.397600	0.678652
0.397700	0.678973
0.397800	0.679263
0.397900	0.679586
0.398000	0.679931
0.398100	0.680280
0.398200	0.680631
0.398300	0.680961
0.398400	0.681285
0.398500	0.681611
0.398600	0.681927
0.398700	0.682239
0.398800	0.682558
0.398900	0.682880
0.399000	0.683205
0.399100	0.683524
0.399200	0.683837
0.399300	0.684160
0.399400	0.684487
0.399500	0.684822
0.399600	0.685166
0.399700	0.685497
0.399800	0.685833
0.399900	0.686162
0.400000	0.686485
0.400100	0.686800
0.400200	0.687094
0.400300	0.687409
0.400400	0.687750
0.400500	0.688095
0.400600	0.688426
0.400700	0.688758
0.400800	0.689102
0.400900	0.689438
0.401000	0.689766
0.401100	0.690096
0.401200	0.690434
0.401300	0.690786
0.401400	0.691128
0.401500	0.691442
0.401600	0.691776
0.401700	0.692124
0.401800	0.692466
0.401900	0.692800
0.402000	0.693127
0.402100	0.693438
0.402200	0.693770
0.402300	0.694130
0.402400	0.694486
0.402500	0.694822
0.402600	0.695171
0.402700	0.695533
0.402800	0.695897
0.402900	0.696261
0.403000	0.696624
0.403100	0.696964
0.403200	0.697294
0.403300	0.697628
0.403400	0.697965
0.403500	0.698296
0.403600	0.698626
0.403700	0.698966
0.403800	0.699313
0.403900	0.699664
0.404000	0.700013
0.404100	0.700361
0.404200	0.700717
0.404300	0.701082
0.404400	0.701429
0.404500	0.701779
0.404600	0.702152
0.404700	0.702507
0.404800	0.702838
0.404900	0.703162
0.405000	0.703454
0.405100	0.703740
0.405200	0.704056
0.405300	0.704380
0.405400	0.704697
0.405500	0.705014
0.405600	0.705341
0.405700	0.705677
0.405800	0.706015
0.405900	0.706349
0.406000	0.706686
0.406100	0.707027
0.406200	0.707358
0.406300	0.707677
0.406400	0.707993
0.406500	0.708313
0.406600	0.708655
0.406700	0.708972
0.406800	0.709279
0.406900	0.709594
0.407000	0.709922
0.407100	0.710252
0.407200	0.710556
0.407300	0.710868
0.407400	0.711190
0.407500	0.711512
0.407600	0.711836
0.407700	0.712173
0.407800	0.712525
0.407900	0.712874
0.408000	0.713224
0.408100	0.713581
0.408200	0.713945
0.408300	0.714292
0.408400	0.714632
0.408500	0.714964
0.408600	0.715287
0.408700	0.715607
0.408800	0.715929
0.408900	0.716267
0.409000	0.716623
0.409100	0.716949
0.409200	0.717229
0.409300	0.717542
0.409400	0.717886
0.409500	0.718246
0.409600	0.718613
0.409700	0.718981
0.409800	0.719338
0.409900	0.719689
0.410000	0.720035
0.410100	0.720381
0.410200	0.720718
0.410300	0.721042
0.410400	0.721375
0.410500	0.721726
0.410600	0.722057
0.410700	0.722377
0.410800	0.722698
0.410900	0.723022
0.411000	0.723359
0.411100	0.723698
0.411200	0.724025
0.411300	0.724384
0.411400	0.724753
0.411500	0.725088
0.411600	0.725425
0.411700	0.725780
0.411800	0.726145
0.411900	0.726501
0.412000	0.726843
0.412100	0.727186
0.412200	0.727539
0.412300	0.727886
0.412400	0.728217
0.412500	0.728545
0.412600	0.728872
0.412700	0.729195
0.412800	0.729515
0.412900	0.729834
0.413000	0.730147
0.413100	0.730456
0.413200	0.730758
0.413300	0.731055
0.413400	0.731344
0.413500	0.731612
0.413600	0.731919
0.413700	0.732284
0.413800	0.732641
0.413900	0.732982
0.414000	0.733315
0.414100	0.733662
0.414200	0.734026
0.414300	0.734391
0.414400	0.734743
0.414500	0.735091
0.414600	0.735435
0.414700	0.735772
0.414800	0.736108
0.414900	0.736443
0.415000	0.736788
0.415100	0.737130
0.415200	0.737462
0.415300	0.737801
0.415400	0.738133
0.415500	0.738460
0.415600	0.738793
0.415700	0.739128
0.415800	0.739439
0.415900	0.739734
0.416000	0.740046
0.416100	0.740385
0.416200	0.740685
0.416300	0.740951
0.416400	0.741239
0.416500	0.741539
0.416600	0.741847
0.416700	0.742152
0.416800	0.742460
0.416900	0.742777
0.417000	0.743095
0.417100	0.743411
0.417200	0.743728
0.417300	0.744053
0.417400	0.744373
0.417500	0.744685
0.417600	0.744999
0.417700	0.745325
0.417800	0.745645
0.417900	0.745970
0.418000	0.746302
0.418100	0.746633
0.418200	0.746934
0.418300	0.747175
0.418400	0.747446
0.418500	0.747750
0.418600	0.748058
0.418700	0.748372
0.418800	0.748693
0.418900	0.749018
0.419000	0.749334
0.419100	0.749649
0.419200	0.749968
0.419300	0.750284
0.419400	0.750597
0.419500	0.750910
0.419600	0.751218
0.419700	0.751533
0.419800	0.751852
0.419900	0.752153
0.420000	0.752463
0.420100	0.752789
0.420200	0.753119
0.420300	0.753450
0.420400	0.753800
0.420500	0.754170
0.420600	0.754507
0.420700	0.754849
0.420800	0.755217
0.420900	0.755570
0.421000	0.755904
0.421100	0.756230
0.421200	0.756551
0.421300	0.756860
0.421400	0.757163
0.421500	0.757474
0.421600	0.757794
0.421700	0.758122
0.421800	0.758460
0.421900	0.758799
0.422000	0.759139
0.422100	0.759489
0.422200	0.759845
0.422300	0.760186
0.422400	0.760502
0.422500	0.760819
0.422600	0.761138
0.422700	0.761444
0.422800	0.761772
0.422900	0.762105
0.423000	0.762407
0.423100	0.762727
0.423200	0.763059
0.423300	0.763373
0.423400	0.763689
0.423500	0.764007
0.423600	0.764313
0.423700	0.764624
0.423800	0.764935
0.423900	0.765250
0.424000	0.765570
0.424100	0.765886
0.424200	0.766206
0.424300	0.766542
0.424400	0.766886
0.424500	0.767236
0.424600	0.767592
0.424700	0.767944
0.424800	0.768280
0.424900	0.768617
0.425000	0.768951
0.425100	0.769286
0.425200	0.769632
0.425300	0.769939
0.425400	0.770227
0.425500	0.770560
0.425600	0.770902
0.425700	0.771220
0.425800	0.771544
0.425900	0.771875
0.426000	0.772214
0.426100	0.772573
0.426200	0.772943
0.426300	0.773313
0.426400	0.773678
0.426500	0.774038
0.426600	0.774380
0.426700	0.774717
0.426800	0.775057
0.426900	0.775401
0.427000	0.775756
0.427100	0.776083
0.427200	0.776397
0.427300	0.776719
0.427400	0.777039
0.427500	0.777355
0.427600	0.777680
0.427700	0.778000
0.427800	0.778345
0.427900	0.778700
0.428000	0.779009
0.428100	0.779336
0.428200	0.779679
0.428300	0.780027
0.428400	0.780370
0.428500	0.780704
0.428600	0.781029
0.428700	0.781345
0.428800	0.781661
0.428900	0.781985
0.429000	0.782308
0.429100	0.782630
0.429200	0.782951
0.429300	0.783276
0.429400	0.783613
0.429500	0.783928
0.429600	0.784225
0.429700	0.784525
0.429800	0.784827
0.429900	0.785148
0.430000	0.785468
0.430100	0.785737
0.430200	0.786009
0.430300	0.786294
0.430400	0.786580
0.430500	0.786890
0.430600	0.787204
0.430700	0.787517
0.430800	0.787840
0.430900	0.788163
0.431000	0.788488
0.431100	0.788810
0.431200	0.789110
0.431300	0.789399
0.431400	0.789669
0.431500	0.789908
0.431600	0.790150
0.431700	0.790398
0.431800	0.790654
0.431900	0.790913
0.432000	0.791177
0.432100	0.791443
0.432200	0.791704
0.432300	0.791986
0.432400	0.792255
0.432500	0.792505
0.432600	0.792802
0.432700	0.793093
0.432800	0.793378
0.432900	0.793673
0.433000	0.793966
0.433100	0.794260
0.433200	0.794551
0.433300	0.794843
0.433400	0.795141
0.433500	0.795447
0.433600	0.795746
0.433700	0.796034
0.433800	0.796317
0.433900	0.796594
0.434000	0.796877
0.434100	0.797161
0.434200	0.797444
0.434300	0.797721
0.434400	0.797990
0.434500	0.798270
0.434600	0.798558
0.434700	0.798851
0.434800	0.799128
0.434900	0.799385
0.435000	0.799653
0.435100	0.799938
0.435200	0.800251
0.435300	0.800532
0.435400	0.800772
0.435500	0.801032
0.435600	0.801325
0.435700	0.801618
0.435800	0.801911
0.435900	0.802204
0.436000	0.802505
0.436100	0.802825
0.436200	0.803148
0.436300	0.803475
0.436400	0.803804
0.436500	0.804129
0.436600	0.804440
0.436700	0.804745
0.436800	0.805038
0.436900	0.805328
0.437000	0.805597
0.437100	0.805849
0.437200	0.806098
0.437300	0.806363
0.437400	0.806638
0.437500	0.806892
0.437600	0.807152
0.437700	0.807421
0.437800	0.807710
0.437900	0.807995
0.438000	0.808270
0.438100	0.808547
0.438200	0.808821
0.438300	0.809087
0.438400	0.809345
0.438500	0.809586
0.438600	0.809817
0.438700	0.810053
0.438800	0.810313
0.438900	0.810600
0.439000	0.810877
0.439100	0.811146
0.439200	0.811413
0.439300	0.811681
0.439400	0.811966
0.439500	0.812261
0.439600	0.812556
0.439700	0.812854
0.439800	0.813121
0.439900	0.813373
0.440000	0.813659
0.440100	0.813931
0.440200	0.814202
0.440300	0.814479
0.440400	0.814765
0.440500	0.815042
0.440600	0.815313
0.440700	0.815586
0.440800	0.815857
0.440900	0.816125
0.441000	0.816389
0.441100	0.816653
0.441200	0.816919
0.441300	0.817186
0.441400	0.817460
0.441500	0.817738
0.441600	0.818028
0.441700	0.818333
0.441800	0.818625
0.441900	0.818891
0.442000	0.819173
0.442100	0.819463
0.442200	0.819757
0.442300	0.820061
0.442400	0.820357
0.442500	0.820639
0.442600	0.820924
0.442700	0.821177
0.442800	0.821436
0.442900	0.821695
0.443000	0.821956
0.443100	0.822236
0.443200	0.822537
0.443300	0.822804
0.443400	0.823053
0.443500	0.823303
0.443600	0.823563
0.443700	0.823839
0.443800	0.824119
0.443900	0.824408
0.444000	0.824700
0.444100	0.824978
0.444200	0.825261
0.444300	0.825559
0.444400	0.825860
0.444500	0.826132
0.444600	0.826390
0.444700	0.826646
0.444800	0.826896
0.444900	0.827139
0.445000	0.827387
0.445100	0.827641
0.445200	0.827906
0.445300	0.828151
0.445400	0.828410
0.445500	0.828677
0.445600	0.828955
0.445700	0.829250
0.445800	0.829565
0.445900	0.829896
0.446000	0.830216
0.446100	0.830509
0.446200	0.830773
0.446300	0.831037
0.446400	0.831308
0.446500	0.831580
0.446600	0.831849
0.446700	0.832130
0.446800	0.832425
0.446900	0.832717
0.447000	0.833012
0.447100	0.833312
0.447200	0.833629
0.447300	0.833962
0.447400	0.834275
0.447500	0.834528
0.447600	0.834787
0.447700	0.835080
0.447800	0.835374
0.447900	0.835685
0.448000	0.836007
0.448100	0.836291
0.448200	0.836574
0.448300	0.836866
0.448400	0.837170
0.448500	0.837490
0.448600	0.837817
0.448700	0.838145
0.448800	0.838448
0.448900	0.838735
0.449000	0.839027
0.449100	0.839324
0.449200	0.839598
0.449300	0.839855
0.449400	0.840112
0.449500	0.840368
0.449600	0.840622
0.449700	0.840881
0.449800	0.841145
0.449900	0.841410
0.450000	0.841680
0.450100	0.841950
0.450200	0.842222
0.450300	0.842455
0.450400	0.842698
0.450500	0.842959
0.450600	0.843237
0.450700	0.843542
0.450800	0.843837
0.450900	0.844112
0.451000	0.844381
0.451100	0.844650
0.451200	0.844916
0.451300	0.845176
0.451400	0.845435
0.451500	0.845696
0.451600	0.845954
0.451700	0.846207
0.451800	0.846443
0.451900	0.846680
0.452000	0.846951
0.452100	0.847235
0.452200	0.847490
0.452300	0.847733
0.452400	0.847991
0.452500	0.848250
0.452600	0.848506
0.452700	0.848762
0.452800	0.849033
0.452900	0.849325
0.453000	0.849623
0.453100	0.849890
0.453200	0.850167
0.453300	0.850453
0.453400	0.850744
0.453500	0.851022
0.453600	0.851275
0.453700	0.851531
0.453800	0.851798
0.453900	0.852066
0.454000	0.852325
0.454100	0.852583
0.454200	0.852845
0.454300	0.853109
0.454400	0.853375
0.454500	0.853645
0.454600	0.853918
0.454700	0.854180
0.454800	0.854443
0.454900	0.854730
0.455000	0.854988
0.455100	0.855208
0.455200	0.855421
0.455300	0.855632
0.455400	0.855842
0.455500	0.856059
0.455600	0.856285
0.455700	0.856521
0.455800	0.856784
0.455900	0.857050
0.456000	0.857320
0.456100	0.857592
0.456200	0.857877
0.456300	0.858201
0.456400	0.858535
0.456500	0.858827
0.456600	0.859074
0.456700	0.859311
0.456800	0.859561
0.456900	0.859814
0.457000	0.860061
0.457100	0.860300
0.457200	0.860541
0.457300	0.860795
0.457400	0.861044
0.457500	0.861291
0.457600	0.861543
0.457700	0.861807
0.457800	0.862049
0.457900	0.862272
0.458000	0.862508
0.458100	0.862753
0.458200	0.863007
0.458300	0.863266
0.458400	0.863511
0.458500	0.863760
0.458600	0.864000
0.458700	0.864247
0.458800	0.864498
0.458900	0.864755
0.459000	0.865015
0.459100	0.865277
0.459200	0.865557
0.459300	0.865852
0.459400	0.866126
0.459500	0.866370
0.459600	0.866624
0.459700	0.866883
0.459800	0.867126
0.459900	0.867370
0.460000	0.867635
0.460100	0.867909
0.460200	0.868194
0.460300	0.868484
0.460400	0.868750
0.460500	0.869006
0.460600	0.869288
0.460700	0.869583
0.460800	0.869852
0.460900	0.870070
0.461000	0.870304
0.461100	0.870561
0.461200	0.870838
0.461300	0.871093
0.461400	0.871331
0.461500	0.871579
0.461600	0.871831
0.461700	0.872086
0.461800	0.872340
0.461900	0.872602
0.462000	0.872864
0.462100	0.873122
0.462200	0.873378
0.462300	0.873648
0.462400	0.873946
0.462500	0.874254
0.462600	0.874530
0.462700	0.874820
0.462800	0.875128
0.462900	0.875431
0.463000	0.875735
0.463100	0.876041
0.463200	0.876350
0.463300	0.876654
0.463400	0.876923
0.463500	0.877175
0.463600	0.877433
0.463700	0.877699
0.463800	0.877949
0.463900	0.878201
0.464000	0.878470
0.464100	0.878746
0.464200	0.879011
0.464300	0.879290
0.464400	0.879573
0.464500	0.879846
0.464600	0.880116
0.464700	0.880398
0.464800	0.880682
0.464900	0.880956
0.465000	0.881217
0.465100	0.881469
0.465200	0.881711
0.465300	0.881948
0.465400	0.882198
0.465500	0.882458
0.465600	0.882673
0.465700	0.882875
0.465800	0.883109
0.465900	0.883352
0.466000	0.883595
0.466100	0.883836
0.466200	0.884081
0.466300	0.884320
0.466400	0.884550
0.466500	0.884786
0.466600	0.885006
0.466700	0.885236
0.466800	0.885475
0.466900	0.885699
0.467000	0.885919
0.467100	0.886145
0.467200	0.886382
0.467300	0.886591
0.467400	0.886813
0.467500	0.887049
0.467600	0.887268
0.467700	0.887473
0.467800	0.887680
0.467900	0.887895
0.468000	0.888123
0.468100	0.888356
0.468200	0.888578
0.468300	0.888793
0.468400	0.889008
0.468500	0.889212
0.468600	0.889402
0.468700	0.889616
0.468800	0.889813
0.468900	0.889990
0.469000	0.890186
0.469100	0.890406
0.469200	0.890630
0.469300	0.890834
0.469400	0.891044
0.469500	0.891290
0.469600	0.891535
0.469700	0.891768
0.469800	0.892012
0.469900	0.892245
0.470000	0.892470
0.470100	0.892684
0.470200	0.892913
0.470300	0.893149
0.470400	0.893366
0.470500	0.893585
0.470600	0.893791
0.470700	0.893998
0.470800	0.894214
0.470900	0.894429
0.471000	0.894642
0.471100	0.894853
0.471200	0.895064
0.471300	0.895276
0.471400	0.895482
0.471500	0.895695
0.471600	0.895917
0.471700	0.896126
0.471800	0.896336
0.471900	0.896564
0.472000	0.896788
0.472100	0.897023
0.472200	0.897284
0.472300	0.897552
0.472400	0.897778
0.472500	0.898010
0.472600	0.898245
0.472700	0.898458
0.472800	0.898661
0.472900	0.898855
0.473000	0.899037
0.473100	0.899210
0.473200	0.899380
0.473300	0.899573
0.473400	0.899806
0.473500	0.900049
0.473600	0.900226
0.473700	0.900379
0.473800	0.900558
0.473900	0.900760
0.474000	0.900965
0.474100	0.901167
0.474200	0.901362
0.474300	0.901555
0.474400	0.901759
0.474500	0.901955
0.474600	0.902146
0.474700	0.902340
0.474800	0.902525
0.474900	0.902715
0.475000	0.902903
0.475100	0.903100
0.475200	0.903315
0.475300	0.903534
0.475400	0.903742
0.475500	0.903967
0.475600	0.904187
0.475700	0.904407
0.475800	0.904634
0.475900	0.904866
0.476000	0.905094
0.476100	0.905314
0.476200	0.905523
0.476300	0.905721
0.476400	0.905914
0.476500	0.906120
0.476600	0.906346
0.476700	0.906532
0.476800	0.906681
0.476900	0.906866
0.477000	0.907069
0.477100	0.907279
0.477200	0.907495
0.477300	0.907716
0.477400	0.907937
0.477500	0.908162
0.477600	0.908402
0.477700	0.908638
0.477800	0.908871
0.477900	0.909113
0.478000	0.909337
0.478100	0.909536
0.478200	0.909763
0.478300	0.910001
0.478400	0.910225
0.478500	0.910444
0.478600	0.910668
0.478700	0.910891
0.478800	0.911093
0.478900	0.911280
0.479000	0.911463
0.479100	0.911644
0.479200	0.911824
0.479300	0.911995
0.479400	0.912162
0.479500	0.912329
0.479600	0.912490
0.479700	0.912651
0.479800	0.912827
0.479900	0.913042
0.480000	0.913238
0.480100	0.913381
0.480200	0.913526
0.480300	0.913681
0.480400	0.913855
0.480500	0.914034
0.480600	0.914218
0.480700	0.914409
0.480800	0.914618
0.480900	0.914832
0.481000	0.915026
0.481100	0.915222
0.481200	0.915414
0.481300	0.915611
0.481400	0.915814
0.481500	0.916008
0.481600	0.916216
0.481700	0.916414
0.481800	0.916593
0.481900	0.916787
0.482000	0.916989
0.482100	0.917179
0.482200	0.917361
0.482300	0.917547
0.482400	0.917753
0.482500	0.917978
0.482600	0.918196
0.482700	0.918417
0.482800	0.918640
0.482900	0.918859
0.483000	0.919081
0.483100	0.919296
0.483200	0.919504
0.483300	0.919690
0.483400	0.919887
0.483500	0.920080
0.483600	0.920243
0.483700	0.920392
0.483800	0.920552
0.483900	0.920725
0.484000	0.920908
0.484100	0.921117
0.484200	0.921340
0.484300	0.921557
0.484400	0.921773
0.484500	0.921984
0.484600	0.922199
0.484700	0.922426
0.484800	0.922652
0.484900	0.922883
0.485000	0.923102
0.485100	0.923291
0.485200	0.923480
0.485300	0.923672
0.485400	0.923854
0.485500	0.924032
0.485600	0.924218
0.485700	0.924407
0.485800	0.924591
0.485900	0.924786
0.486000	0.924984
0.486100	0.925179
0.486200	0.925356
0.486300	0.925508
0.486400	0.925689
0.486500	0.925882
0.486600	0.926074
0.486700	0.926273
0.486800	0.926489
0.486900	0.926693
0.487000	0.926863
0.487100	0.927037
0.487200	0.927226
0.487300	0.927427
0.487400	0.927623
0.487500	0.927812
0.487600	0.928008
0.487700	0.928211
0.487800	0.928422
0.487900	0.928639
0.488000	0.928837
0.488100	0.928998
0.488200	0.929185
0.488300	0.929391
0.488400	0.929600
0.488500	0.929797
0.488600	0.929982
0.488700	0.930160
0.488800	0.930327
0.488900	0.930493
0.489000	0.930670
0.489100	0.930853
0.489200	0.931028
0.489300	0.931211
0.489400	0.931401
0.489500	0.931590
0.489600	0.931771
0.489700	0.931983
0.489800	0.932178
0.489900	0.932355
0.490000	0.932540
0.490100	0.932734
0.490200	0.932918
0.490300	0.933096
0.490400	0.933262
0.490500	0.933411
0.490600	0.933580
0.490700	0.933777
0.490800	0.933973
0.490900	0.934141
0.491000	0.934289
0.491100	0.934443
0.491200	0.934599
0.491300	0.934758
0.491400	0.934909
0.491500	0.935065
0.491600	0.935237
0.491700	0.935356
0.491800	0.935468
0.491900	0.935600
0.492000	0.935749
0.492100	0.935905
0.492200	0.936064
0.492300	0.936229
0.492400	0.936406
0.492500	0.936595
0.492600	0.936797
0.492700	0.936988
0.492800	0.937175
0.492900	0.937361
0.493000	0.937538
0.493100	0.937707
0.493200	0.937884
0.493300	0.938031
0.493400	0.938163
0.493500	0.938296
0.493600	0.938428
0.493700	0.938548
0.493800	0.938661
0.493900	0.938782
0.494000	0.938930
0.494100	0.939088
0.494200	0.939224
0.494300	0.939341
0.494400	0.939468
0.494500	0.939611
0.494600	0.939766
0.494700	0.939925
0.494800	0.940081
0.494900	0.940236
0.495000	0.940412
0.495100	0.940603
0.495200	0.940727
0.495300	0.940813
0.495400	0.940915
0.495500	0.941030
0.495600	0.941145
0.495700	0.941259
0.495800	0.941385
0.495900	0.941522
0.496000	0.941657
0.496100	0.941769
0.496200	0.941880
0.496300	0.942009
0.496400	0.942144
0.496500	0.942259
0.496600	0.942368
0.496700	0.942477
0.496800	0.942594
0.496900	0.942694
0.497000	0.942788
0.497100	0.942888
0.497200	0.942974
0.497300	0.943060
0.497400	0.943150
0.497500	0.943254
0.497600	0.943369
0.497700	0.943478
0.497800	0.943565
0.497900	0.943656
0.498000	0.943756
0.498100	0.943862
0.498200	0.943974
0.498300	0.944076
0.498400	0.944179
0.498500	0.944300
0.498600	0.944399
0.498700	0.944489
0.498800	0.944605
0.498900	0.944715
0.499000	0.944824
0.499100	0.944942
0.499200	0.945060
0.499300	0.945158
0.499400	0.945236
0.499500	0.945316
0.499600	0.945392
0.499700	0.945470
0.499800	0.945572
0.499900	0.945686
0.500000	0.945752
0.500100	0.945808
0.500200	0.945888
0.500300	0.945979
0.500400	0.946064
0.500500	0.946155
0.500600	0.946259
0.500700	0.946379
0.500800	0.946498
0.500900	0.946612
0.501000	0.946725
0.501100	0.946847
0.501200	0.946982
0.501300	0.947118
0.501400	0.947240
0.501500	0.947355
0.501600	0.947482
0.501700	0.947613
0.501800	0.947752
0.501900	0.947888
0.502000	0.948029
0.502100	0.948174
0.502200	0.948300
0.502300	0.948427
0.502400	0.948554
0.502500	0.948673
0.502600	0.948793
0.502700	0.948898
0.502800	0.948976
0.502900	0.949046
0.503000	0.949128
0.503100	0.949217
0.503200	0.949308
0.503300	0.949403
0.503400	0.949513
0.503500	0.949650
0.503600	0.949782
0.503700	0.949879
0.503800	0.949992
0.503900	0.950124
0.504000	0.950271
0.504100	0.950417
0.504200	0.950548
0.504300	0.950664
0.504400	0.950766
0.504500	0.950875
0.504600	0.951008
0.504700	0.951121
0.504800	0.951199
0.504900	0.951279
0.505000	0.951372
0.505100	0.951466
0.505200	0.951535
0.505300	0.951595
0.505400	0.951677
0.505500	0.951764
0.505600	0.951847
0.505700	0.951930
0.505800	0.952007
0.505900	0.952085
0.506000	0.952168
0.506100	0.952245
0.506200	0.952318
0.506300	0.952392
0.506400	0.952449
0.506500	0.952498
0.506600	0.952553
0.506700	0.952601
0.506800	0.952640
0.506900	0.952678
0.507000	0.952718
0.507100	0.952759
0.507200	0.952788
0.507300	0.952833
0.507400	0.952879
0.507500	0.952906
0.507600	0.952942
0.507700	0.952990
0.507800	0.953048
0.507900	0.953114
0.508000	0.953187
0.508100	0.953266
0.508200	0.953361
0.508300	0.953461
0.508400	0.953513
0.508500	0.953554
0.508600	0.953617
0.508700	0.953687
0.508800	0.953765
0.508900	0.953871
0.509000	0.953960
0.509100	0.954003
0.509200	0.954051
0.509300	0.954103
0.509400	0.954160
0.509500	0.954222
0.509600	0.954281
0.509700	0.954332
0.509800	0.954393
0.509900	0.954449
0.510000	0.954487
0.510100	0.954523
0.510200	0.954551
0.510300	0.954579
0.510400	0.954603
0.510500	0.954626
0.510600	0.954649
0.510700	0.954675
0.510800	0.954706
0.510900	0.954743
0.511000	0.954806
0.511100	0.954844
0.511200	0.954860
0.511300	0.954882
0.511400	0.954902
0.511500	0.954921
0.511600	0.954943
0.511700	0.954965
0.511800	0.954989
0.511900	0.955004
0.512000	0.955003
0.512100	0.955014
0.512200	0.955027
0.512300	0.955050
0.512400	0.955077
0.512500	0.955079
0.512600	0.955084
0.512700	0.955080
0.512800	0.955054
0.512900	0.955048
0.513000	0.955061
0.513100	0.955068
0.513200	0.955044
0.513300	0.955014
0.513400	0.954997
0.513500	0.954982
0.513600	0.954973
0.513700	0.954988
0.513800	0.954998
0.513900	0.954991
0.514000	0.954995
0.514100	0.955017
0.514200	0.955048
0.514300	0.955073
0.514400	0.955095
0.514500	0.955119
0.514600	0.955153
0.514700	0.955203
0.514800	0.955263
0.514900	0.955293
0.515000	0.955309
0.515100	0.955326
0.515200	0.955341
0.515300	0.955351
0.515400	0.955351
0.515500	0.955335
0.515600	0.955310
0.515700	0.955286
0.515800	0.955271
0.515900	0.955275
0.516000	0.955312
0.516100	0.955333
0.516200	0.955326
0.516300	0.955337
0.516400	0.955360
0.516500	0.955388
0.516600	0.955423
0.516700	0.955468
0.516800	0.955513
0.516900	0.955542
0.517000	0.955546
0.517100	0.955557
0.517200	0.955570
0.517300	0.955574
0.517400	0.955578
0.517500	0.955569
0.517600	0.955543
0.517700	0.955543
0.517800	0.955546
0.517900	0.955530
0.518000	0.955517
0.518100	0.955505
0.518200	0.955482
0.518300	0.955457
0.518400	0.955420
0.518500	0.955388
0.518600	0.955370
0.518700	0.955355
0.518800	0.955325
0.518900	0.955299
0.519000	0.955286
0.519100	0.955281
0.519200	0.955278
0.519300	0.955267
0.519400	0.955252
0.519500	0.955240
0.519600	0.955234
0.519700	0.955238
0.519800	0.955250
0.519900	0.955247
0.520000	0.955234
0.520100	0.955232
0.520200	0.955229
0.520300	0.955227
0.520400	0.955228
0.520500	0.955220
0.520600	0.955199
0.520700	0.955186
0.520800	0.955176
0.520900	0.955154
0.521000	0.955139
0.521100	0.955135
0.521200	0.955129
0.521300	0.955123
0.521400	0.955122
0.521500	0.955127
0.521600	0.955110
0.521700	0.955054
0.521800	0.955010
0.521900	0.954990
0.522000	0.954977
0.522100	0.954954
0.522200	0.954929
0.522300	0.954898
0.522400	0.954834
0.522500	0.954787
0.522600	0.954766
0.522700	0.954751
0.522800	0.954729
0.522900	0.954709
0.523000	0.954691
0.523100	0.954675
0.523200	0.954653
0.523300	0.954633
0.523400	0.954611
0.523500	0.954589
0.523600	0.954568
0.523700	0.954551
0.523800	0.954515
0.523900	0.954483
0.524000	0.954459
0.524100	0.954437
0.524200	0.954414
0.524300	0.954385
0.524400	0.954349
0.524500	0.954317
0.524600	0.954286
0.524700	0.954254
0.524800	0.954225
0.524900	0.954178
0.525000	0.954127
0.525100	0.954076
0.525200	0.954018
0.525300	0.953960
0.525400	0.953908
0.525500	0.953864
0.525600	0.953811
0.525700	0.953769
0.525800	0.953737
0.525900	0.953702
0.526000	0.953677
0.526100	0.953674
0.526200	0.953686
0.526300	0.953714
0.526400	0.953700
0.526500	0.953625
0.526600	0.953570
0.526700	0.953543
0.526800	0.953521
0.526900	0.953502
0.527000	0.953482
0.527100	0.953450
0.527200	0.953410
0.527300	0.953364
0.527400	0.953308
0.527500	0.953248
0.527600	0.953187
0.527700	0.953121
0.527800	0.953042
0.527900	0.952969
0.528000	0.952900
0.528100	0.952839
0.528200	0.952782
0.528300	0.952722
0.528400	0.952665
0.528500	0.952611
0.528600	0.952562
0.528700	0.952521
0.528800	0.952479
0.528900	0.952447
0.529000	0.952414
0.529100	0.952382
0.529200	0.952349
0.529300	0.952311
0.529400	0.952267
0.529500	0.952221
0.529600	0.952171
0.529700	0.952123
0.529800	0.952079
0.529900	0.952017
0.530000	0.951943
0.530100	0.951881
0.530200	0.951833
0.530300	0.951791
0.530400	0.951774
0.530500	0.951774
0.530600	0.951711
0.530700	0.951588
0.530800	0.951481
0.530900	0.951408
0.531000	0.951381
0.531100	0.951351
0.531200	0.951284
0.531300	0.951196
0.531400	0.951117
0.531500	0.951051
0.531600	0.950988
